SoldTo,NamaAgen,Wilayah,TipePangkalan,IDRegistrasi,NamaPangkalan,EmailPangkalan,NoHPPemilik,NoKTPPemilik,NamaPemilik,NomorNIB,QtyKontrak,Catatan,TipePembayaran,NoRekening,NamaBank,NamaAkunBank,TanggalDiapproveSAM,Provinsi,Kota,Kecamatan,Kelurahan,RT,RW,KodePos,Alamat,IntegrasiMAP,MID,Latitude,Longitude,StatusPembaharuan
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023767174649,NOSE JAYA,setiawannose854@gmail.com,81246563610,1271195366810789,Setiawan Nose,1207181411100000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Rahayu No 19,Ya,LPG_212917,3.587427,98.66796,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023683167997,WAHYUNI MAJU,olawahyuni464@gmail.com,81258611748,1271900111464935,Ola Wahyuni,1207703429710000,1650,,Cashless,1060010000000.0,Bank Mandiri,OLA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20236,Jalan Priasa No 112,Ya,LPG_222070,3.614561,98.680487,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023789214002,PRIASA LPG,fauzipriasa855@gmail.com,81299207744,1271177141611163,Fauzi Priasa,1207547555950000,800,,Cashless,1060010000000.0,Bank Mandiri,FAUZI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20235,Jalan Rahayu No 136,Ya,LPG_217889,3.584211,98.681437,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023794488638,WIJAYA GAS,aguswijaya570@gmail.com,81220130273,1271229026776269,Agus Wijaya,,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,AGUS WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20235,Jalan Dewi No 85,Ya,LPG_226958,3.594678,98.664723,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023657597341,AHMAD LPG,budiahmad442@gmail.com,81214698247,1271109383937375,Budi Ahmad,1207341050470000,1000,,Cashless,1060010000000.0,Bank Mandiri,BUDI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20236,Jalan Saputra No 63,Ya,LPG_220177,3.603781,98.682273,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023791507626,AHMAD MAJU,agusahmad92@gmail.com,81214226178,1271495299174194,Agus Ahmad,1207159140040000,800,,Cashless,1060010000000.0,Bank Mandiri,AGUS AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Nose No 61,Ya,LPG_229537,3.594728,98.671298,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023640880938,SPBU 142011160,pratamadewi241@gmail.com,81235279357,1271568508479785,Pratama Dewi,1207509863510000,1000,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Rahayu No 58,Ya,LPG_214286,3.597845,98.687887,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023797515566,SANTOSO LPG,megasantoso973@gmail.com,81281216424,1271456140170556,Mega Santoso,1207199576310000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,MEGA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20236,Jalan Ariyani No 82,Ya,LPG_218960,3.601337,98.662055,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023731070029,UTAMI JAYA,lestariutami434@gmail.com,81239356599,1271361489258467,Lestari Utami,1207175022570000,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20235,Jalan Ahmad No 97,Ya,LPG_227977,3.586415,98.679614,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023675766537,SPBU 142011284,andisantoso278@gmail.com,81285314366,1271412623212145,Andi Santoso,1207220177870000,1000,,Cashless,1060010000000.0,Bank Mandiri,ANDI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20235,Jalan Wahyuni No 20,Ya,LPG_217215,3.603341,98.661895,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023742977161,DEWI LPG,rizkydewi827@gmail.com,81251447609,1271895234171452,Rizky Dewi,1207221348080000,1650,,Cashless,1060010000000.0,Bank Mandiri,RIZKY DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20235,Jalan Nose No 167,Ya,LPG_224047,3.599164,98.678933,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023762771435,WAHYUNI MAJU,olawahyuni113@gmail.com,81254517714,1271988308791050,Ola Wahyuni,1207503446840000,800,,Cashless,1060010000000.0,Bank Mandiri,OLA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Ahmad No 155,Ya,LPG_220336,3.610862,98.662832,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023685764146,SPBU 142011849,fauziwahyuni477@gmail.com,81228063662,1271434814647305,Fauzi Wahyuni,1207557713820000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,FAUZI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20114,Jalan Rahayu No 93,Ya,LPG_216602,3.610494,98.68492,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023757298843,SHINELLAH LPG,hestishinellah997@gmail.com,81256042504,1271653482209696,Hesti Shinellah,1207147016630000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20236,Jalan Wijaya No 142,Ya,LPG_222866,3.609305,98.661671,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023791872266,RAHAYU ENERGY,sitirahayu96@gmail.com,81235637264,1271497024583744,Siti Rahayu,1207156572900000,1650,,Cashless,1060010000000.0,Bank Mandiri,SITI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20114,Jalan Fitriani No 193,Ya,LPG_228232,3.605345,98.689265,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023672536354,SANTOSO JAYA,rizkysantoso577@gmail.com,81281776122,1271909995820172,Rizky Santoso,1207735104280000,1120,,Cashless,1060010000000.0,Bank Mandiri,RIZKY SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20236,Jalan Ariyani No 40,Ya,LPG_219884,3.598143,98.662558,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023764382409,SAPUTRA MAJU,hestisaputra505@gmail.com,81296992484,1271301130527200,Hesti Saputra,1207693617350000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20114,Jalan Utami No 185,Ya,LPG_212285,3.596683,98.662327,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023668669491,SAPUTRA JAYA,agussaputra241@gmail.com,81251472663,1271378466373274,Agus Saputra,1207561967320000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,AGUS SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20235,Jalan Nose No 168,Ya,LPG_229502,3.58999,98.666776,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023660874879,SAPUTRA MAJU,budisaputra837@gmail.com,81243688762,1271940400891346,Budi Saputra,1207453696090000,800,,Cashless,1060010000000.0,Bank Mandiri,BUDI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SEI PUTIH BARAT,111,111,20235,Jalan Dewi No 160,Ya,LPG_212288,3.621172,98.68642,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023656105828,WIJAYA GAS,putriwijaya576@gmail.com,81229822668,1271853646696942,Putri Wijaya,1207519739980000,1000,,Cashless,1060010000000.0,Bank Mandiri,PUTRI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20114,Jalan Ahmad No 94,Ya,LPG_229881,3.62983,98.672672,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023790639262,SPBU 142011825,pratamashinellah434@gmail.com,81266236283,1271440350041775,Pratama Shinellah,1207955959050000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20235,Jalan Ahmad No 25,Ya,LPG_221602,3.626425,98.663521,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023630243162,SPBU 142011229,andiwahyuni514@gmail.com,81297025783,1271683617479805,Andi Wahyuni,1207479839930000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,ANDI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20236,Jalan Nose No 101,Ya,LPG_229369,3.606031,98.684442,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023778694927,SPBU 142011758,pratamasaputra557@gmail.com,81235370689,1271173334637774,Pratama Saputra,1207843066890000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20236,Jalan Utami No 112,Ya,LPG_221199,3.587373,98.662126,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023770330866,WAHYUNI GAS,andiwahyuni71@gmail.com,81239837385,1271101375727655,Andi Wahyuni,1207196542920000,800,,Cashless,1060010000000.0,Bank Mandiri,ANDI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20236,Jalan Utami No 24,Ya,LPG_223209,3.607193,98.675452,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023626617105,SHINELLAH LPG,olashinellah935@gmail.com,81259542646,1271194065858214,Ola Shinellah,1207904096440000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OLA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Saputra No 82,Ya,LPG_216775,3.581397,98.685715,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023736881279,RAHAYU JAYA,hestirahayu110@gmail.com,81214244047,1271283492776147,Hesti Rahayu,1207440820590000,1650,,Cashless,1060010000000.0,Bank Mandiri,HESTI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20114,Jalan Utami No 189,Ya,LPG_216061,3.593223,98.671428,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023764202329,SHINELLAH LPG,pratamashinellah499@gmail.com,81223541856,1271124519995120,Pratama Shinellah,1207672957340000,1650,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20114,Jalan Ariyani No 125,Ya,LPG_218926,3.590997,98.662056,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023713711654,ARIYANI ENERGY,pratamaariyani31@gmail.com,81275908879,1271304194354047,Pratama Ariyani,1207348460920000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Ahmad No 98,Ya,LPG_210246,3.629913,98.673141,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023651072469,SPBU 142011579,pratamaariyani867@gmail.com,81246746239,1271247550401683,Pratama Ariyani,1207164935370000,1650,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20235,Jalan Ahmad No 26,Ya,LPG_227383,3.606805,98.67458,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023626470402,FITRIANI LPG,fauzifitriani783@gmail.com,81256949065,1271309460154033,Fauzi Fitriani,1207869971450000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,FAUZI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20114,Jalan Nose No 28,Ya,LPG_227655,3.607755,98.681845,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.202363743138,SPBU 142011446,budidewi300@gmail.com,81277226959,1271388986273786,Budi Dewi,1207387559410000,1000,,Cashless,1060010000000.0,Bank Mandiri,BUDI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20114,Jalan Fitriani No 10,Ya,LPG_214982,3.615006,98.660447,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023650073229,DEWI ENERGY,fauzidewi790@gmail.com,81215360060,1271674176479348,Fauzi Dewi,,800,,Cashless,1060010000000.0,Bank Mandiri,FAUZI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20114,Jalan Ariyani No 94,Ya,LPG_211024,3.621529,98.677163,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023665397677,SANTOSO GAS,setiawansantoso624@gmail.com,81221559092,1271819659452454,Setiawan Santoso,1207989920720000,1120,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20114,Jalan Fitriani No 159,Ya,LPG_223097,3.5878,98.666899,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023620308806,WAHYUNI JAYA,oviwahyuni452@gmail.com,81217775687,1271164769028779,Ovi Wahyuni,1207810799480000,800,,Cashless,1060010000000.0,Bank Mandiri,OVI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20235,Jalan Priasa No 84,Ya,LPG_213372,3.591766,98.669485,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023639679055,WIJAYA ENERGY,oviwijaya62@gmail.com,81220689678,1271378356870594,Ovi Wijaya,1207864563960000,800,,Cashless,1060010000000.0,Bank Mandiri,OVI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20114,Jalan Ahmad No 128,Ya,LPG_227544,3.598411,98.662803,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023645396185,RAHAYU LPG,agusrahayu347@gmail.com,81288101039,1271377923751625,Agus Rahayu,,1120,,Cashless,1060010000000.0,Bank Mandiri,AGUS RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20235,Jalan Wijaya No 149,Ya,LPG_227073,3.605503,98.684134,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.202367845697,WAHYUNI JAYA,putriwahyuni219@gmail.com,81235972217,1271236427493099,Putri Wahyuni,1207617609850000,800,,Cashless,1060010000000.0,Bank Mandiri,PUTRI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20114,Jalan Priasa No 58,Ya,LPG_222574,3.614149,98.680521,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023796504006,PRIASA MAJU,fauzipriasa50@gmail.com,81224574771,1271463767319254,Fauzi Priasa,1207242167220000,800,,Cashless,1060010000000.0,Bank Mandiri,FAUZI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20114,Jalan Santoso No 44,Ya,LPG_212034,3.625323,98.687847,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023635499811,SANTOSO GAS,sitisantoso197@gmail.com,81265672804,1271514400517478,Siti Santoso,1207305568450000,1650,,Cashless,1060010000000.0,Bank Mandiri,SITI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20236,Jalan Dewi No 29,Ya,LPG_218516,3.589055,98.668506,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023717699521,DEWI JAYA,sitidewi343@gmail.com,81273143161,1271534143768020,Siti Dewi,1207362850070000,800,,Cashless,1060010000000.0,Bank Mandiri,SITI DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20114,Jalan Saputra No 59,Ya,LPG_222316,3.587561,98.670809,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023615391611,SHINELLAH LPG,megashinellah635@gmail.com,81249345092,1271191634687025,Mega Shinellah,,1650,,Cashless,1060010000000.0,Bank Mandiri,MEGA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20114,Jalan Dewi No 28,Ya,LPG_214197,3.601943,98.671119,Active Diperbaharui
793601,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023614057205,SANTOSO ENERGY,megasantoso501@gmail.com,81267847171,1271256511319629,Mega Santoso,,800,,Cashless,1060010000000.0,Bank Mandiri,MEGA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GLUGUR KOTA,111,111,20235,Jalan Rahayu No 134,Ya,LPG_215393,3.604091,98.660737,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023624938254,SPBU 142011479,oviwahyuni684@gmail.com,81215874335,1271494302370346,Ovi Wahyuni,,1650,,Cashless,1060010000000.0,Bank Mandiri,OVI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20236,Jalan Rahayu No 68,Ya,LPG_220932,3.628704,98.688358,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023798890211,UTAMI GAS,agusutami361@gmail.com,81212206901,1271593696102275,Agus Utami,,1000,,Cashless,1060010000000.0,Bank Mandiri,AGUS UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20236,Jalan Saputra No 174,Ya,LPG_221470,3.583759,98.683669,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023648301551,SANTOSO GAS,hestisantoso851@gmail.com,81226064761,1271318127614847,Hesti Santoso,1207547413860000,1650,,Cashless,1060010000000.0,Bank Mandiri,HESTI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SEI PUTIH BARAT,111,111,20235,Jalan Utami No 144,Ya,LPG_210040,3.591864,98.665236,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023640668667,SPBU 142011275,lestariariyani373@gmail.com,81268912079,1271217500828325,Lestari Ariyani,1207355356980000,1650,,Cashless,1060010000000.0,Bank Mandiri,LESTARI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20235,Jalan Fitriani No 112,Ya,LPG_218440,3.614023,98.67094,Active Diperbaharui
793601,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023748465628,SPBU 142011860,rizkyfitriani996@gmail.com,81248630211,1271465764955041,Rizky Fitriani,1207915716770000,1120,,Cashless,1060010000000.0,Bank Mandiri,RIZKY FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20114,Jalan Shinellah No 178,Ya,LPG_218603,3.602602,98.671693,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023757590799,WAHYUNI JAYA,rinawahyuni638@gmail.com,81258120972,1271494497686984,Rina Wahyuni,,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,RINA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20235,Jalan Rahayu No 50,Ya,LPG_226166,3.624554,98.680777,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.202361147116,SPBU 142011793,lestarisaputra64@gmail.com,81271982334,1271158285108023,Lestari Saputra,1207419526600000,1650,,Cashless,1060010000000.0,Bank Mandiri,LESTARI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20114,Jalan Rahayu No 189,Ya,LPG_222012,3.582731,98.674102,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023641948449,SPBU 142011204,lestarishinellah331@gmail.com,81258724893,1271867635146745,Lestari Shinellah,,1650,,Cashless,1060010000000.0,Bank Mandiri,LESTARI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20235,Jalan Fitriani No 52,Ya,LPG_216331,3.591312,98.685647,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.20236676245,NOSE MAJU,lestarinose336@gmail.com,81247173080,1271584495169604,Lestari Nose,1207881882990000,800,,Cashless,1060010000000.0,Bank Mandiri,LESTARI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20236,Jalan Priasa No 64,Ya,LPG_217341,3.605931,98.688416,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023638543963,SHINELLAH GAS,rinashinellah372@gmail.com,81297415445,1271464173426746,Rina Shinellah,1207774165350000,1000,,Cashless,1060010000000.0,Bank Mandiri,RINA SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20235,Jalan Priasa No 30,Ya,LPG_214737,3.597422,98.673541,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023627602165,SPBU 142011283,pratamanose327@gmail.com,81272921323,1271136336531743,Pratama Nose,,1000,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20114,Jalan Utami No 80,Ya,LPG_225846,3.594325,98.662191,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023668375017,SAPUTRA MAJU,sitisaputra757@gmail.com,81214264826,1271272684210416,Siti Saputra,1207872862500000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SITI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20235,Jalan Santoso No 155,Ya,LPG_211074,3.62068,98.670289,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.202377487138,ARIYANI MAJU,megaariyani602@gmail.com,81231565428,1271679759940280,Mega Ariyani,1207361003210000,1650,,Cashless,1060010000000.0,Bank Mandiri,MEGA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Rahayu No 17,Ya,LPG_221520,3.601138,98.660985,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023622796202,NOSE GAS,ovinose736@gmail.com,81249506792,1271854352876883,Ovi Nose,1207675024110000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OVI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20235,Jalan Priasa No 73,Ya,LPG_217480,3.614447,98.686344,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023648314669,ARIYANI MAJU,putriariyani263@gmail.com,81272531067,1271543914117317,Putri Ariyani,1207844361900000,800,,Cashless,1060010000000.0,Bank Mandiri,PUTRI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20235,Jalan Santoso No 157,Ya,LPG_223335,3.581027,98.681442,Active Diperbaharui
793600,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023710395858,SPBU 142011605,budipriasa816@gmail.com,81232222952,1271480049618521,Budi Priasa,1207840624350000,800,,Cashless,1060010000000.0,Bank Mandiri,BUDI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SIDORAME BARAT II,111,111,20114,Jalan Fitriani No 54,Ya,LPG_222954,3.620356,98.661986,Active Diperbaharui
